shape_id,polyline,route_id,route_type,route_color
4550247,wzzaGnshpLcAc@a@tBmG}CaCmAsAo@ICSG]I[Ai@?gBFoBF{AB_@E@X@vA@d@??BrCBnC@j@?\@fBBtCFnE?H??@rCFtC@nA?r@BzA?d@??@V@nADrAHt@B?N`@d@`@`Bv@ZN??r@ZrAn@\j@JTHn@A~@?L??CfC?l@Cx@c@U??UKwFeCqAo@a@Ok@MA???_@Cg@Ca@@YDODOB[J[Pq@f@Y\[b@KTSf@o@lB??GNMTQRMJYLWHSDK@]?OCMG{JwGkGcEeD{BgOeKcEsCsFsDq@e@iUuO{R_NaH}EwAgAaCwB{@}@cMsMwCcDgBkB_BaBmAqAq@o@sAyAmAoAcAgAwDaEiCwCuAwA_AcA_CwB??OM}AgBoCkDMOQKs@s@_AeAeFkGyDsESW??_@e@c@g@qA}A}BoCi@o@??kCeD]c@??cBqBcCsCu@y@[a@??q@}@eAkAY[q@eA}@aAII??{@cAu@_Ao@u@m@q@_@_@m@k@SWs@s@??QQk@k@{A}AKM??g@o@m@i@w@kAQe@DMBK@QASEYEMIIKEAeAGo@??QkBOqBGiA@k@HWDk@@i@As@IiE?[??CyAIoB[gESeCUiCWuDEa@McC??AYG_@IkBSaCU{B[cC[gBa@uCKc@??I_@HgAJu@h@kAlBwD\w@??~@uBnAmCl@yA^s@|A{Cy@}B??c@iA]iACg@Hc@i@]iBkA_CsAWQ??OKqAWoBe@QEs@[u@k@QM??w@q@aAu@kAiAuA_B??MO]i@g@eACGUu@EYWkAm@uCc@sAKU??}@{BgAoCs@gB??ISgAj@q@\oA}@}@c@e@ZIU??]aAoAcDUg@Q_@s@cBM[??IS{@wBYu@c@eAQg@EM??GSMe@I]Qu@g@yB_@qAIYGQo@eBUg@??KSu@yAQ_@aCqE??KS_AgBq@mA_@u@a@u@??We@COAO?W?e@@u@ByBHgJ???u@BcB?i@Cs@Ee@Km@Og@CI??GQ]cAy@eCM_@????ISWe@IMy@}@MMUYKUkAgBg@w@mDaFuAmBkBkCAE??EICGGOCYE[CQEIEGUQWM_CwA??a@We@Y}A}@wAy@a@YMMOQMOGK??CEKSSq@K]M{@Ko@WwB??EWc@eD??CWMcAWmBKo@_@iCsAwIG]I_@??AII]Qk@a@aAq@gBYy@IUQw@ESKw@Eo@Ce@W}BCa@CY??W}CO_AUy@KUQ_@QYU[??{@gAgB_Cq@aA_AgAIK??AAy@eAu@cAg@o@y@gAWY??u@aAm@u@]e@??sAgBkA{Ac@g@KQ??k@y@y@cAoAaB[e@QUCE??q@gAc@}@O]a@gAm@oB??IUMUa@k@QQOKMIc@QUEUCU@UBUFQHa@VQPS\??MRoA|BEF{@bAa@f@yA|Aq@l@IHOFOBW@W???M@g@?e@AkDYSC??OAs@GYCI?K@k@N????IDiAn@[RWLUJWJmCx@SF??OFE@QDWB}@@a@]s@c@WQm@]y@q@QU??]g@CEi@_A_AaB[g@[k@??KQe@y@mAsBWa@OUe@g@uAkAyBiB??MKa@m@EESUKCCUs@LG@??a@N}@HuD`@??Q@uFl@??QB_Gn@??O@s@JaFh@??QBiCXaAJqBR??OByD`@yANw@J??I?qAPs@Hc@D??Q@_BRs@Fq@FuANgALu@F??[D{APcAHgBVsALS?D^@^A\IvAGl@Eh@??CNa@tBw@AYBw@HyBPc@Dc@PmALaBJWD[B??[BcAGyCRD`@Ff@?^?b@A`@E\GvAMdBG|@Cv@?F]K]UUUEKAQAoAJqAR}@\w@Fa@Ag@QYYQe@K,455,3,FFC72C
1190078,it}aGxnlpL_@f@dBvC~AnCc@n@{GtIo@l@s@^[HYB[A[Om@a@u@u@[Qa@I[C[@a@H[PURUVU^M^Mr@E|@@h@Fh@TzAXlAPr@l@xBZ|@Fl@Bj@?p@@fBCfAKhA????E^{@jE[xAg@fCGZGRc@|BCNGBIBcAD_@?Y?iAGUA??S?f@p@f@r@XZf@bANT??JP`AyC??FSRc@Je@BGJGRQRQdAgA`@c@z@_AZ[VSRKZM??RIfA[n@SfCw@\MXGl@APBNFNJ^Z`@d@j@r@hAoB??LQtAgCVe@x@_Bh@w@TY??NUh@u@HMd@m@~AoBrAcBV]bAsA`AmAPO@APGJA??NEf@Et@AL?z@C`BGLA??@AP?|@?j@HlAv@bAl@jAp@fB`AjAx@h@`@v@\f@kA??JW|@qCZgAlAmCh@y@??JQfA`ARPJDVJHBS^??s@rAo@dA_@v@EPSb@??ADGTAV?NFRFNFFTNfAd@NFz@RLc@??BI@QZoAH[\uBFYP{@??Lm@Jm@Pc@FMXWHMn@e@j@]T]??HMRm@Bq@As@a@oAAS?g@?_@@ODc@PiAV{@R}@Dm@Gk@Km@WeAJENg@??L]j@aCh@oBl@yBdAh@NJ??pAt@v@b@z@b@pC|AzBnAlAn@??hAl@xA|@`@R`Af@`CrAp@^ZP??b@VNFj@Xr@Z|BhAlBfAp@}C??DSTyAHcABaA?eAEs@AGIg@Uk@g@q@a@a@[_@aBeBr@cBRm@??ZcA|@wCr@qCLc@??Je@j@_Cv@gDDG??d@mALa@Rm@f@aBPm@FU\sAj@wB\oA`@wAFM\u@??HQN[v@mAX[j@k@dAoAPU??h@s@t@kA^q@j@oAn@yAz@yBd@iAn@kAvAmCjB|Bt@z@~@fA??f@j@rFhGpCnCt@cBqCqCu@dBsFiGgBsBu@{@kB}BR_@??fAqBTi@l@kAZe@f@y@x@cBv@}AbDcGXq@??n@aBZ[Zi@jBuDhAqBLYPo@j@cBb@W??dBeAl@Sb@i@N_@??DIbCiI??FU~A{H??DWl@oDFu@?wBUyD??GaAc@\w@Z_Bn@OF]N??eAf@{Al@]Nw@dAwAzC??eA|Bi@nA??MXs@bBmAfCeAzBy@dB?@??c@bA]fB]lBY~ASxAI~AAf@???VEvB\JXJjBx@h@XtATiArCKR,119,3,FFC72C
1190077,kzwaGfxhpLwCnFw@|AwA~AUTu@dA_@t@yAvCWd@VZjB|Bt@z@~@fA??f@j@rFhGpCnCt@cBqCqCu@dBsFiGgBsBu@{@kB}BW[o@fAg@~@k@zAGLi@rAIN??[r@_@l@c@r@]n@{@jA??QV_CtD}@rA??y@nASZi@~@Sd@Sj@Wz@q@rCER_@dBGTU`Aa@rAI\GPQl@_@fB????w@fDe@lB??EPYhAs@pC}@vCo@pBi@nA??IR}@vAu@|@y@p@_An@oBvA[HQ\e@dA??ITaAg@a@SyA}@gCsA??OI{BoAqC}AId@??gBnJg@pCc@jCUjAKb@??}AxIYbBWpA??Kp@Mh@cAa@_@QmAa@mAm@EA??QIJm@Pc@FMXWHMn@e@j@]T]??HMRm@Bq@As@a@oA_@Hc@L_@M[UKKa@WCTEf@Gf@EPAH??M~@S~@Qt@GNY~@Sf@KTICWKKESQMM??y@s@[f@??Yb@mAlC[fA}@pCo@xA??CHw@]i@a@kAy@gBaAkAq@cAm@mAw@k@Ii@???S?Q?OBaBF{@BM?u@@g@D[FQFA@QNCB??}@hAcArAW\eApA??MP_BnBe@l@ILi@t@UZ??ORi@v@y@~AWd@uAfCq@hA??e@v@k@s@a@e@_@[OKOGQCm@@YF]LgCv@o@RgAZo@VSJ????WR[Z{@~@a@b@eAfASPSPKFGBOHGBIBcAD_@?Y?iAGUA??S?f@p@f@r@XZf@bANT??JP`AyC??FSRc@Je@BGPy@fAuFd@oBR_A^uBF[@K??BOFaADg@Fc@H_@P_@^]b@Sd@Mh@EZIXO\Uf@m@Pa@Rs@Hc@Do@?cAEeAKg@Iy@Ac@?a@B_@D]Lg@Pi@Va@rAaBC@p@}@rBoCzAmBtAeB|AqB|AsBjAwAV[OUo@_Ao@aAQW??MQuAkB]g@}CrGOB]d@KJoAbB,119,3,FFC72C
1200132,ifraG`}qpLk@_@qA_A_As@iCFqA@uDDm@?[@??_DBiDBwA?Q@m@??}@EMQo@??eEmOI[??sCsKMc@??uCiKMa@??aC}I??Og@v@k@gC_DsAyE[kA??e@}A{@uDMi@GS??M]w@kC[kAIc@RKp@Yd@UL_@Ki@]AWRSP??q@r@iA{DUy@Ma@Oi@??}AwFUc@K_@????qCkKIY??wCsKI[??kAkEmDyNGW??iC}KSy@??}EsS_@{Aa@aBI]Vk@@a@U}@??aAiEQKc@GrBhJ????H\`@`B^zAc@nBe@~AGLIZe@p@??mFlH_C~C??OT?ASX{AxB{@jAk@j@g@j@g@b@[T??YReBnAYS??}@s@iFyDmA_A?i@??FuKDkADq@H_ADY??l@uE??^mCPkAfCmF??Tg@IfAIrBAx@?vC?jC???vN???hAAtBBVBHDFHFJ@LEJOjAeE^sAVeAd@wBL_A??RqAn@}F??BWx@oIPeC?A??@Y?[ByAJsG??@g@FaHDk@???GF_@F[Ts@LUP]TOTETBRJLLHL??JPRf@`AdCNPNHBb@D`@Nn@H`@`A~DNx@Hh@D`@Bd@DfABXJt@FTrBhJ????Vk@@a@eAuE,120,3,FFC72C
1200138,iwuaGn_kpLQq@QKc@GrBhJ????H\`@`B^zAhFrT??FXjC~K??DTlDxNtAfFHX??vCrKJ`@??dChJHV??@FJl@x@vCt@xCbBjGPMDJF`@RKp@Yd@UL_@Ki@]AWRSP??q@r@QLT|@zA|FFV??DN@Bn@lBj@vA`AhDWd@??Q\|BtCbA|ARXDPBL?LQd@Pj@??lCzJPp@??pCzJJ`@??pClKHV??rCjK??x@xCDL?|@l@?PAvA?J???|CCzDEl@?RA??`DCpAAhCGVy@~DrC??p@d@z@eCNe@La@d@uA??HYzCeJh@_BL_@??\cAVw@f@yA\eAv@}Bd@uA??HUvBcH|@kC??J[t@wBTs@uB}AgBsA??OKwBpG]~@??IXqBlGO`@??g@vAaArCs@xBu@`C??ITeAvCo@nB??IRiAfDm@lBKXUr@y@jCpFxDYv@q@c@,120,3,FFC72C
1170140,g{paGxgupLDKTi@mAiC}@lBeAxBYj@}AhBqB|AYTw@D_BFDF`AnB`AiAZWTITCnAAbAmAnAgBXc@nAiBj@gA\u@Ne@Pw@Hs@@]Cg@Gc@Oi@We@a@q@s@cAqA{ByAiCmi@q}@mDeGsF}JiAiB]e@g@m@c@k@????Mc@Ue@K_@Kg@C_@Ca@@]@UH[Zk@zAuCj@w@Y[lAwBjAsBLUNWzAmChAqBvAoCzByDUYOWGUAYBUHUPYv@uATi@Pg@Ro@Pm@`AwCJYZUBGTo@HQLQPKLAPAh@?\CLELIPShAwBZm@Zy@P_@Ne@rB{GPi@FSHg@DSPsATmBPoARmAl@eBf@uAz@kCRk@NYLQTQLI\Y\c@_@FK?IGGOCMBQFMLEbAWcAJYCOCa@QW_@uCuBUa@c@mAQm@GKMAaAF,117,3,FFC72C
1170166,ifraG`}qpLk@_@qA_A_As@iCFqA@uDDm@?[@??_DBiDBwA?Q@m@?k@@wA?[@??cC@uCFqCDyCB[???_C@oED??Q?{ABgAB}B@S???eBBuB?kDAmG@}CAaAAS@WCYGkEgBe@[A???aAi@sAu@cBcAYS??IEEEcAiA_@cBo@qE??M}@kAc@g@Wa@MoBaAm@S{Aw@e@Q??i@Uu@oAa@iAEI_@y@??]u@g@_AYo@u@_B{@iB??KSw@cB[o@_AqB??ISaCcF_@u@??_@u@iB{D??KSgDmH??KQw@_BcCiF??KUk@mA}BqC??MOcCwCqA{A??MMwEyF??MOiAsA[_@mDeEGGMQY]gC{Ca@c@]c@q@y@e@o@??MOuAaBaBoBqA{A??MOmBgA}BiAs@[k@YOGEE??y@c@q@_@aCsAaAg@a@SyA}@tCoI??`AsCvA}D@k@SmBYgBGc@]}A??EWMsACcA@m@HwAXaBV}AF}@@e@?i@??A}DNy@Zy@DKDU@O@]CWEWEOOYc@UWSMUIQo@qBSw@Uo@EK??KU[a@HcAFs@P{@XgAf@iB\wAXmA??HWd@iBb@iBRgADs@DeAB}ABq@??DaAs@KgB_@gAS}ASsAGuA?kAB]Ac@Aa@C_@GYKOAO@QAs@gBiCeA,117,3,FFC72C
1160109,ifraG`}qpLk@_@qA_A_As@iCFqA@uDDm@?[@??_DBiDBwA?Q@m@?k@@wA?[@??cC@uCFqCDyCB[???_C@oED??Q?{ABgAB}B@S???eBBuB?kDAmG@}CAaAAS@WCYGkEgBe@[A???aAi@sAu@cBcAYS??IEEEcAiA_@cBo@qE??M}@kAc@g@Wa@MoBaAm@S{Aw@e@Q??i@Uu@oAa@iAEI_@y@??]u@g@_AYo@u@_B{@iB??KSw@cB[o@_AqB??ISaCcF_@u@??_@u@iB{D??KSgDmH??KQw@_BcCiF??KUk@mA}BqC??MOcCwCqA{A??MMwEyF??MOiAsA[_@mDeEGGMQY]gC{Ca@c@]c@q@y@e@o@??MOuAaBaBoBqA{A??MOmBgA}BiAs@[k@YOGEE??y@c@q@_@aCsAaAg@a@SyA}@gCsA??OI{BoAqC}A{@c@w@c@aBaACA??aAg@kAs@aAi@o@]??u@a@g@[sBuAc@Y_C}AJqB@}AB{D@k@??@e@BwABiCFiE@_@By@?m@BuC?g@??@WIo@KU]k@sAo@}@a@??QIaBw@e@a@Oa@C?Iu@EsAAoAA}@C{A?s@Ag@???g@GuCA}CGoEAq@??AcBAgB?]Ak@AgB??Ag@EyDAwAl@@lAClBEnBEn@A`@F\JDBt@\|@d@|At@dD`BhB|@jCrA`@PZRXd@Th@FVDNHLNRTF^?RELKNURs@Ca@EYIWSWYKOAO@QAs@gBiCeA,116,3,FFC72C
1160108,wzzaGnshpLcAc@a@tBmG}CaCmAsAo@ICSG]I[Ai@?gBFoBF{AB_@E@X@vA@d@??BrCBnC@j@?\@fBBtCFnE?H??@rCFtC@nA?r@BzA?d@??@V@nADrAHt@B?N`@d@`@`Bv@ZN??r@ZrAn@\j@JTHn@A~@?L??CfC?l@Cx@A^GhEChCCvACpACzD?N??AlAKpB~B|Ab@XrBtAf@ZfAl@??\P`Ah@jAr@dAh@NJ??pAt@v@b@z@b@pC|AzBnAlAn@??hAl@xA|@`@R`Af@`CrAp@^ZP??b@VNFj@Xr@Z|BhAlBfA~AjB`BnBtA`BRV??^f@p@x@\b@`@b@fCzCX\LPFFlDdEZ^x@bA??NNvExF??LN~AhBtBfC??LNjC`Dj@lAFJ??fCrFl@jA??HRhDjH??HRtBnEp@tA??LTtBnE??JRhAdCZn@j@pA??JPfA|Bt@~ATf@??BFEz@k@l@i@j@S`@DRN^bCj@TFrBl@??NDNb@tD~H??HPxDbIt@fB??P^x@s@RUn@u@NELARBDD@@??`@VbBbArAt@bAh@BB??`@VjEfBXFVBRA`A@|C@lGAjD@`B???R?xBClBA??N?fACzACZ???dEEfCA??R?xCCpCE\A??vBE~CCvA?j@Al@?PAvA?J???|CCzDEl@?RA??`DCpAAhCGVy@pFxDYv@q@c@,116,3,FFC72C
1170168,y`cbG~aepLfArA|BnCpA|Ab@f@LN??d@l@xDrEdFjG~@dAr@r@Ld@X`@`@d@nAtA|@bAn@z@VX??t@t@pAvAxB|BpA|AvDbEhBlBvA|ArBrBj@j@vD~DvC|C|CdDzIfJxBtBz@v@lA~@~IjGxF`Ed@\^VjGdEdG`EvDhCvA~@fE|Cd@`@TLxBpAjQtLbGdEhEpCjObKPL??lAx@HJJTFRH`@Fb@LZNNLFNBT@REVULSDUDo@CUAq@Bc@RaATy@@???Pm@Tk@Zg@h@k@XU`@SXKb@Kh@El@@^Dh@Lf@TnEpB`DtA??NH|@^ZJ|@Tj@Jb@Fj@Dl@@h@?t@E\Et@Mj@O~@[bC{@tDuAdDmArAc@f@Kd@K|AS????b@DTBl@PPFP@TAPGPMDKDU@O@]CWEWEOOYc@UWSMUIQo@qBSw@Uo@EK??KU[a@m@_Aa@e@m@cASe@So@WgAk@iCgB_I??ESi@uBYuA@m@Ps@Rs@Ca@EYIWSWYKOAO@QAs@gBiCeA??cAc@a@tBETjCrA`@PZRXd@Th@FVDNHLNRTF^?RELKNURs@Po@j@m@\@jACtA?rAF|AR@???dARfB^r@JIrBC|AEdAEr@Oz@??CJc@hBe@hBc@dB]vAg@hBYfAQz@CZ??CVIbAGVJNTb@LVZfAHT??Tz@N\L`@@VIv@ENCNAT?XBXBJFNNRJXNVJXHX@lE???XAd@G|@W|AY`BIvAAl@BbALrADR??\`BFb@XfBRlBAj@KZ??kA`DwEbNxA|@`@R`Af@`CrAp@^ZP??b@VNFj@Xr@Z|BhAlBfA~AjB`BnBtA`BRV??^f@p@x@\b@`@b@fCzCX\LPFFlDdEZ^x@bA??NNvExF??LN~AhBtBfC??LNjC`Dj@lAFJ??fCrFl@jA??HRhDjH??HRtBnEp@tA??LTtBnE??JRhAdCZn@j@pA??JPfA|Bt@~ATf@??BFEz@k@l@i@j@S`@DRN^bCj@TFrBl@??NDNb@tD~H??HPxDbIt@fB??P^x@s@RUn@u@NELARBDD@@??`@VbBbArAt@bAh@BB??`@VjEfBXFVBRA`A@|C@lGAjD@`B???R?xBClBA??N?fACzACZ???dEEfCA??|IK??~PM??|CCzDEl@?RA??`DCpAAhCGVy@pFxDYv@q@c@??k@_@qA_A_As@iCFqA@uDDm@?[@??_DBiDBwA?Q@m@??}@LG|AyCF[JITMJ?NHbBfA@B??bBxCxBvD|ExI`ElHxWze@bAfBxFdKtAhCrA~BfApBrB`E\h@l@j@TLNTJTDX@\@\Ch@GVIZK\S`@u@tA{@jA[`@[`@_@`@a@ZYT]Nk@Hq@Dw@D_BFDF`AnB`AiAZWTITCnAAV?LCHCLKJIj@i@j@q@JMLORY`@o@b@w@Xk@,117,3,FFC72C
1170167,wzzaGnshpLcAc@a@tBETjCrA`@PZRXd@Th@FVDNHLNRTF^?RELKNURs@Po@j@m@\@jACtA?rAF|AR@???dARfB^r@JIrBC|AEdAEr@Oz@??CJc@hBe@hBc@dB]vAg@hBYfAQz@CZ??CVIbAGVJNTb@LVZfAHT??Tz@N\L`@@VIv@ENCNAT?XBXBJFNNRJXNVJXHX@lE???XAd@G|@W|AY`BIvAAl@BbALrADR??\`BFb@XfBRlBAj@KZ??kA`DwEbNxA|@`@R`Af@`CrAp@^ZP??b@VNFj@Xr@Z|BhAlBfA~AjB`BnBtA`BRV??^f@p@x@\b@`@b@fCzCX\LPFFlDdEZ^x@bA??NNvExF??LN~AhBtBfC??LNjC`Dj@lAFJ??fCrFl@jA??HRhDjH??HRtBnEp@tA??LTtBnE??JRhAdCZn@j@pA??JPfA|Bt@~ATf@??BFEz@k@l@i@j@S`@DRN^bCj@TFrBl@??NDNb@tD~H??HPxDbIt@fB??P^x@s@RUn@u@NELARBDD@@??`@VbBbArAt@bAh@BB??`@VjEfBXFVBRA`A@|C@lGAjD@`B???R?xBClBA??N?fACzACZ???dEEfCA??|IK??~PM??|CCzDEl@?RA??`DCpAAhCGVy@pFxDYv@q@c@,117,3,FFC72C
4500173,{_cbGbcepLkCeD]c@??cBqBcCsCu@y@[a@??q@}@eAkAY[q@eA}@aAII??{@cAu@_Ao@u@m@q@_@_@m@k@SWs@s@??QQk@k@{A}AKM??g@o@m@i@w@kAQe@DMBK@QASEYEMIIKEEEG?QDKPMSm@w@??aAqAgCaDeB{B{AmBo@w@??KMmBcCGI??gB{BqAeBw@_AIMKM??KQqAaBaDcE??MOgFyG??KOuCuDm@u@??sAeB_BsBUY??MO_BuBW[??o@{@mC{C_@a@UUII??SQoCiCc@e@s@o@WU??q@o@o@m@gAcA??QQgBaBm@m@aA}@??OOyAsAwAsAcB_BsAmAMM??MMcA_AwAuA??MKsBmBc@c@}@w@??MMyAuAMOYWuAoA_@_@[YeB_BgAeA_ByAk@k@UY??mBqB[[e@g@WYUW??QSiBqBgBmB??k@m@gAmA}AcBWY??qAwAYYsDaEII??e@i@cAeAi@g@USmAq@{BeAi@Us@YOU]Sa@Qa@U_DcBa@S}BaAaBm@??s@Wc@QcAe@e@Wy@i@[Uy@u@e@g@??yNeP??eQqX??EGQQm@o@u@s@oAmAII_@_@OOW[aAoAcAyAS[}@mBgAaCOYYm@??{A}CyE{JmAgCe@gAUo@c@oAQq@_@gBMo@aAwFOUyAeIWgAa@wAM_@[{@w@eBa@q@EISYAC??W[[_@][k@e@OIkC}Aq@a@cAy@QQq@o@]]q@m@[_@??WWg@g@eBeBk@i@??KK}A{AmAmAEC??MKa@[WOYM_@KgBa@mB_@}@S}A]}@QUG??WIuCm@SEQIg@Qc@k@yCsDMO??qA_Bi@s@s@kAIM??KQMWMa@Ma@Ke@E[E]CY???C?e@AkAG{@EYc@}ASs@Wu@Y_A??GU@WBUHQLINKjBMtAOF]Eq@B_BHiCBqANqAJm@Lk@Lc@U?e@???QAYBw@HyBPc@Dc@PmALaBJWD[B??[BcAGB^cAHYRKFKFGNGPKrAE\GvAMdBG|@Cv@?F]K]UUUEKAQAoAJqAR}@\w@Fa@Ag@QYYQe@K,450,3,FFC72C
4260253,wzzaGnshpLcAc@a@tBETjCrA`@PZRXd@Th@FVDNHLNRRT^r@tAvFt@~C??|AtGTfANf@Rh@b@z@NX^b@h@h@PTJNTb@LVZfAHT??Tz@N\L`@@VIv@Q\Q\MPURA@e@B??_@Ds@He@Jm@Ne@LoAb@wFrB??QFyAj@YHqAd@o@Ri@L[Fo@Fk@Bm@?i@C_@C}@Ko@Mk@Qi@Sg@Uc@U??UKwFeCqAo@a@Ok@MA???_@Cg@Ca@@YDODOB[J[Pq@f@Y\[b@KTSf@o@lB??GNMTQRMJYLWHMJKJIREPCRA^Fb@@^?h@ARCRETa@vAm@pBo@nBw@tBa@`A_@`AKTs@vAsA~Bk@~@s@dAm@x@SXMLaBxB[ZoCpDcDdEe@h@c@n@{GtIo@l@s@^[HYB[A[Om@a@u@u@[Qa@I[C[@a@H[PURUVU^M^Mr@E|@@h@Fh@TzAXlAPr@l@xBZ|@Fl@Bj@?p@@fBCfAKhA????E^{@jE[xAg@fCGZGRc@|BCNGBIBcAD_@?Y?iAGUA??S?y@u@g@m@g@k@??MOcCoCm@o@q@s@QMYS??GCGEo@YoBe@QEMCo@[u@g@WOUOu@k@MUQ[a@_BCSEg@??I}@IuAOeCMm@YSoAGE?w@UeBiAa@Y??a@[OK]_@EE[_AKwAGc@CMo@}@QKg@]??UMkD{BOI??OIsFkDcBcAs@e@??OKs@c@q@e@oBqAYS??oFqDeCcB??MKeD{B??MIu@i@OGcAu@Mc@KYGw@??YsDWsDMyAEg@???AQm@[_@m@q@WYa@a@??GGMWGOS}@MgAAaB?Y?SJwEBcA@U?[???U?kAEeE?G???Y?yCFeD@g@??@SFwBFcBBu@J{AJiB@O??@Y@a@Ck@IcASmAc@aBUm@EMKU??ISa@o@kBqBWW??gBkBYUYS??OKy@k@uBqAYQ??aAm@uGaEi@S{@G]E??a@GmDo@]G??w@OwASkAW]G??yE}@??UGs@Q]KgAe@m@[]Go@O]K??QGe@QOMEE]c@k@{@q@yAg@yAEOW}@I_@Ek@A_@??CkA?cACgAAkA??AYC_DAm@Ci@E_AAc@b@y@Xi@??P]x@eB|@kB??HQZo@Zq@h@kAdA{B??JQxBwE??HQvAyC^y@NY??Re@`AsBNa@??j@oAXyAZeAXkBBgAAgAKkBC{@??AWrB}Du@y@[a@??q@}@eAkAY[q@eA}@aAII??{@cAu@_Ao@u@m@q@_@_@m@k@SWs@s@??QQk@k@{A}AKM??g@o@m@i@w@kAQe@DMBK@QASEYEMIIKEAeAGo@??QkBOqBGiA@k@HWDk@@i@As@IiE?[??CyAIoB[gESeCUiCWuDEa@McC??AYG_@IkBSaCU{B[cC[gBa@uCKc@??I_@HgAJu@h@kAlBwD\w@??~@uBnAmCl@yA^s@|A{Cy@}B,426,3,FFC72C
4260258,sjdbGr{_pLKR_@r@m@xAoAlC}AlDU`@??wAtCi@jAO@WT@dEBzALvA???Hf@fDXlDLtA???FBR@tAHzADfAHzDBfCBdDF~FN`B??NtARlBP|A\~BNr@T~ATtBV`C??DZJ|@QDKPKVAN@LDN@LBJDFDFHBN?LCFAFGPd@v@jARR??XTr@|@zA|Aj@j@dAdARVl@j@^^l@p@BB??j@p@t@~@dAlA|@`ABLHbA@Ff@nB`ArDd@`C@DDrA@N??HzA@fACfAYjB[dAYxAq@|A??IRaArBa@|@??A@_@x@wAxCQ^??qBhEQ^??_AlBi@jA[p@QZ??IRgA|By@dBMV??]n@c@x@@b@D~@Bh@@l@B~C@j@??@x@BfA?bADjBDj@FX??@DV|@DNf@xAp@xAj@z@\b@DDNLd@P\J??PFn@N\Fl@ZfAd@\Jr@P|FhA??NBjAVvARtAVlDn@~@Lz@F\L??JDtG`EZP??~@l@tBpAh@^??NJh@^XTpBtB??LLjBpBT^??JNTh@DLTl@b@`BRlAHbABj@A`@AN??AXKhBKzACt@GbBGvBAb@??AVGdD?bC???T?`@DdE?jA?p@ATAd@??A\KvE?R?X@`BLfAPt@??@FFNLVh@h@HJ??LLl@p@Z^Pl@Dh@LxAVrD`@jFAV??AXGn@HNJFPBLCLCd@ANFt@h@rDdCdCbB??LJxFxD??NJnBpAp@d@`@V??PJbAp@bBbArFjD^RzCnB??NJ|@j@PJn@|@BLFb@JvAZ~@DD\^NJl@b@??TPdBhAv@TD?nAFXRLl@NdCHtANdBBR`@~ADH??JPLTt@j@TNVNt@f@n@ZLBPDnBd@n@XFDPJ??NJPLp@r@l@n@tB`C??LLt@z@f@l@x@t@f@p@f@r@XZf@bANT??JP`AyC??FSRc@Je@BGPy@fAuFd@oBR_A^uBF[@K??BOFaADg@Fc@H_@P_@^]b@Sd@Mh@EZIXO\Uf@m@Pa@Rs@Hc@Do@?cAEeAKg@Iy@Ac@?a@B_@D]Lg@Pi@Va@rAaBC@p@}@rBoCzAmBtAeB|AqB|AsBjAwAV[vAmBdAuALO~@uAhAkBLUpAeCFOZq@b@aAd@qAd@sAh@aBxA_FR_@NUXSREVULSDUDo@CUAq@Bc@RaATy@@???Pm@Tk@Zg@h@k@XU`@SXKb@Kh@El@@^Dh@Lf@TnEpB`DtA??NH|@^ZJ|@Tj@Jb@Fj@Dl@@h@?t@E\Et@Mj@O~@[bC{@tDuAdDmArAc@f@Kd@K|AS????b@DTBl@PPFP@TAPGPMDKDU@O@]CWEWEOOYc@UWSMUIQo@qBSw@Uo@EK??KU[a@m@_Aa@e@m@cASe@So@WgAk@iCgB_I??ESi@uBYuA@m@Ps@Rs@Ca@EYIWSWYKOAO@QAs@gBiCeA,426,3,FFC72C
