stop_id,stop_name,latitude,longitude,platform_code,platform_name,municipality,wheelchair_accessible,parent_station,adress,description,zone,route_type
524,Morton St @ Harvard St,42.287757,-71.094142,,,Boston,1,,,,LocalBus,3
2184,Concord Ave @ Moulton St,42.389704,-71.148279,,,Cambridge,1,,,,LocalBus,3
8209,Elliot St @ Columbia Ave,42.314177,-71.21603,,,Newton,1,,,,LocalBus,3
8340,Victory Rd @ Puritan Mall Driveway,42.29744,-71.050745,,,Boston,1,,,,LocalBus,3
8867,Main St @ Charles Gardner Ln,42.489958,-71.153298,,,Woburn,1,,,,LocalBus,3
4311,Randolph Ave opp Highland St,42.240573,-71.069359,,,Milton,1,,,,LocalBus,3
36539,E Berkeley @ Tremont St,42.345137,-71.069335,,,Boston,1,,,,LocalBus,3
1405,Cambridge St @ Prospect St,42.373331,-71.098247,,,Cambridge,1,,,,LocalBus,3
8545,Dedham St @ Wiswall Rd,42.298139,-71.185086,,,Newton,1,,,,LocalBus,3
5819,Winthrop Ave @ Beachmont Station,42.398027,-70.992783,,,Revere,1,,,,LocalBus,3
3789,Quincy Ave @ President Plaza,42.241162,-70.990704,,,Quincy,0,,,,LocalBus,3
55632,Gateway Center @ Target,42.398945,-71.070054,,,Everett,1,,,,LocalBus,3
63241,37 Riverside Ave @ Medford Sq,42.417797,-71.108534,,,Medford,1,,,,LocalBus,3
4878,Paradise Rd @ Franklin Ave,42.476098,-70.913416,,,Swampscott,0,,,,LocalBus,3
5848,Bennington St @ Neptune Rd,42.380107,-71.025378,,,Boston,1,,,,LocalBus,3
111796,Washington St from Chapman St to Lewis St (FLAG),42.165614,-71.142813,,,Canton,1,,,,LocalBus,3
2106,Trapelo Rd @ Williston Rd - Cushing Square,42.380985,-71.175891,,,Belmont,1,,,,LocalBus,3
6704,Kings Hill Dr @ Kingswood Circle,42.468613,-70.990562,,,Lynn,1,,,,LocalBus,3
9124,Main St @ Montvale Ave,42.478964,-71.151609,,,Woburn,1,,,,LocalBus,3
16177,Lafayette @ Leavitt St,42.514458,-70.892459,,,Salem,1,,,,LocalBus,3
6504,Hyde Park Ave @ Greenwood Ave,42.265743,-71.121186,,,Boston,1,,,,LocalBus,3
2173,Concord Ave opp Craigie St,42.379397,-71.125597,,,Cambridge,1,,,,LocalBus,3
13404,Opp 150 Quarry St,42.246347,-71.016357,,,Quincy,1,,,,LocalBus,3
1493,Dudley St @ Greenville St,42.328434,-71.08101,,,Boston,1,,,,LocalBus,3
6464,Cummins Hwy @ Florence St,42.285141,-71.125969,,,Boston,1,,,,LocalBus,3
2749,Cross St @ Otis St,42.387135,-71.086991,,,Somerville,1,,,,LocalBus,3
73619,205 Washington St @ East Walpole Loop,42.159136,-71.21835,,,Walpole,1,,,,LocalBus,3
3928,Washington St opp Summer St,42.203911,-71.004988,,,Braintree,1,,,,LocalBus,3
49902,295 Washington St,42.49486,-71.124292,,,Woburn,1,,,,LocalBus,3
8552,Sawmill Brook Pkwy @ Walsh Rd,42.289904,-71.191003,,,Newton,1,,,,LocalBus,3
6830,Union St @ Silsbee St,42.465439,-70.942949,,,Lynn,1,,,,LocalBus,3
61618,460 Washington St opp George St,42.198505,-71.198283,,,Norwood,1,,,,LocalBus,3
2808,529 Poplar St,42.2722,-71.131783,,,Boston,1,,,,LocalBus,3
7397,Lincoln Ave opp Sunnyside Pk,42.450002,-71.00067,,,Saugus,1,,,,LocalBus,3
899,Kenmore,42.348927,-71.09583,,Busway,Boston,1,place-kencl,"Commonwealth Ave and Kenmore St, Boston, MA 02215",Kenmore - Busway,LocalBus,3
6838,Timson St @ Brookline Ave,42.471012,-70.932174,,,Lynn,1,,,,LocalBus,3
49919,Pleasant St @ N Warren St,42.477833,-71.156014,,,Woburn,1,,,,LocalBus,3
8465,South Rd @ Crescent Ave,42.489127,-71.278935,,,Bedford,1,,,,LocalBus,3
7851,River St @ School Ave,42.370659,-71.223167,,,Waltham,1,,,,LocalBus,3
2098,Aberdeen Ave @ Mt Auburn St,42.375483,-71.146112,,,Cambridge,1,,,,LocalBus,3
13713,Commercial St @ Quincy Ave,42.220843,-70.969725,,,Braintree,1,,,,LocalBus,3
6123,446 Loring Ave,42.490034,-70.896583,,,Salem,1,,,,LocalBus,3
5591,Garfield Ave @ Exeter St,42.407369,-71.029544,,,Chelsea,1,,,,LocalBus,3
14889,Lewis St @ Phillips Ave,42.466442,-70.928199,,,Lynn,1,,,,LocalBus,3
4790,Humphrey St @ Sevinor Rd,42.490375,-70.877126,,,Marblehead,1,,,,LocalBus,3
1399,Belvidere St @ Huntington Ave,42.345878,-71.082894,,,Boston,1,,,,LocalBus,3
3028,757 Hancock St,42.26565,-71.01389,,,Quincy,1,,,,LocalBus,3
275,E 8th @ Columbia Rd,42.331565,-71.030048,,,Boston,1,,,,LocalBus,3
2338,Brighton St @ Hittinger St,42.39552,-71.158749,,,Belmont,1,,,,LocalBus,3
6733,Walnut St @ Edison St,42.475481,-70.997599,,,Saugus,1,,,,LocalBus,3
2612,Somerville Ave @ Stone Ave,42.379547,-71.095164,,,Somerville,1,,,,LocalBus,3
2127,Trapelo Rd opp Williston Rd - Cushing Square,42.381068,-71.175691,,,Belmont,1,,,,LocalBus,3
804,Belgrade Ave @ West Roxbury Pkwy,42.286034,-71.147975,,,Boston,1,,,,LocalBus,3
65618,Washington St @ Ariadne Rd,42.232748,-71.184133,,,Dedham,1,,,,LocalBus,3
7112,Opp 545 Cabot St,42.568373,-70.88937,,,Beverly,1,,,,LocalBus,3
5556,Ferry St @ Arlington St,42.408492,-71.046213,,,Everett,0,,,,LocalBus,3
51836,Independence Dr @ Sherman Rd,42.298268,-71.156984,,,Brookline,1,,,,LocalBus,3
4570,Lynnfield St @ Bartholomew St,42.512898,-70.980737,,,Peabody,1,,,,LocalBus,3
4381,Adams St @ White St,42.255031,-71.029888,,,Quincy,1,,,,LocalBus,3
973,Washington St @ Market St,42.349206,-71.15404,,,Boston,1,,,,LocalBus,3
6165,Loring Ave @ Grant Rd,42.495959,-70.894994,,,Salem,1,,,,LocalBus,3
3683,Pleasant St @ Water St,42.212688,-70.92488,,,Weymouth,1,,,,LocalBus,3
2491,Appleton St @ Lublin St,42.417918,-71.198262,,,Arlington,1,,,,LocalBus,3
931,Brighton Ave @ Commonwealth Ave,42.35214,-71.126219,,,Boston,2,,,,LocalBus,3
8295,Main St @ French St,42.369851,-71.192201,,,Watertown,1,,,,LocalBus,3
4511,Sudbury St @ Congress St - Haymarket Sta,42.362126,-71.058975,,,Boston,1,,,,ExpressBus-Downtown,3
8474,Spiers Rd @ June Ln,42.294441,-71.179479,,,Newton,1,,,,LocalBus,3
5844,Bennington St @ Curtis St,42.381875,-71.020555,,,Boston,1,,,,LocalBus,3
13832,780 Main St,42.178835,-70.955265,,,Weymouth,1,,,,LocalBus,3
3731,Quincy Ave opp Faxon Park Rd,42.242141,-70.994245,,,Quincy,1,,,,LocalBus,3
29253,Lincoln St @ Reading Depot,42.521793,-71.107921,,,Reading,1,,,,LocalBus,3
176,Dartmouth St opp Back Bay Sta,42.347343,-71.076035,,,Boston,1,,,,ExpressBus-Downtown,3
2478,Lake St @ Rt 2 East on Ramp,42.402279,-71.15773,,,Belmont,1,,,,LocalBus,3
10612,Washington St opp W Boundary Rd,42.26792,-71.149996,,,Boston,1,,,,LocalBus,3
1479,Hancock St @ Jerome St,42.31491,-71.065813,,,Boston,1,,,,LocalBus,3
1180,Washington St @ Cedar St,42.324307,-71.088773,,,Boston,1,,,,LocalBus,3
2361,Park Circle @ Eastern Ave,42.414514,-71.179505,,,Arlington,1,,,,LocalBus,3
15050,5 Admiral's Way,42.389814,-71.046142,,,Chelsea,1,,,,LocalBus,3
3400,Willard St @ Robertson St,42.251405,-71.036552,,,Quincy,1,,,,LocalBus,3
2442,Prospect St @ Harvard St,42.36839,-71.101745,,,Cambridge,1,,,,LocalBus,3
83032,Needham St @ Oak St,42.30766,-71.216067,,,Newton,0,,,,LocalBus,3
8530,Parker St @ Cypress St,42.326585,-71.193972,,,Newton,1,,,,LocalBus,3
4486,Western Ave @ Market Square,42.463104,-70.965208,,,Lynn,1,,,,LocalBus,3
23921,Cross St @ Fountain Ave,42.383774,-71.08939,,,Somerville,1,,,,LocalBus,3
5993,Washington St @ Francis St,42.433861,-71.072009,,,Malden,0,,,,LocalBus,3
2148,Concord Ave @ Blanchard Rd,42.390758,-71.156875,,,Cambridge,1,,,,LocalBus,3
411,Warren St @ Brunswick St,42.311705,-71.082984,,,Boston,1,,,,LocalBus,3
510,Gallivan Blvd @ Pleasant Hill Ave,42.277967,-71.072905,,,Boston,2,,,,LocalBus,3
41686,Cambridge Rd @ Pheasant Ridge Apts,42.476962,-71.18329,,,Woburn,1,,,,LocalBus,3
2776,Washington St @ New Washington St,42.381241,-71.086308,,,Somerville,1,,,,LocalBus,3
5722,Broadway @ Eleanor St,42.397829,-71.025257,,,Chelsea,1,,,,LocalBus,3
3131,E Squantum St @ Appleton St,42.281504,-71.024041,,,Quincy,1,,,,LocalBus,3
5912,Grove St @ Faxon St,42.453813,-71.056767,,,Melrose,1,,,,LocalBus,3
3326,1445 Hancock St,42.248742,-71.002111,,,Quincy,1,,,,LocalBus,3
25974,Pleasant St @ Wyoming Ave - Wyoming Sq,42.452115,-71.070007,,,Melrose,1,,,,LocalBus,3
7252,Western Ave @ Chestnut St,42.477064,-70.94896,,,Lynn,1,,,,LocalBus,3
81448,Central Ave @ Hampton Ave,42.309974,-71.23117,,,Needham,1,,,,LocalBus,3
883321,Elm St @ Main St,42.376033,-71.234936,,,Waltham,1,,,,LocalBus,3
1298,Washington St @ Monastery Rd,42.346056,-71.146117,,,Boston,0,,,,LocalBus,3
4922,Lynn St @ Rainbow Rd,42.512726,-70.946838,,,Peabody,0,,,,LocalBus,3
5353,Ferry St @ Walnut St - Glendale Towers,42.416209,-71.049046,,,Everett,1,,,,LocalBus,3
2026,Mt Auburn St @ Traill St,42.375072,-71.136647,,,Cambridge,1,,,,LocalBus,3
8165,Walnut St opp Otis St,42.347979,-71.206604,,,Newton,1,,,,LocalBus,3
3490,Beale St @ Summit Ave,42.25954,-71.030774,,,Quincy,0,,,,LocalBus,3
3547,Lincoln St @ Beal St,42.247765,-70.927334,,,Hingham,1,,,,LocalBus,3
4102,Centre St @ Albertina St,42.23795,-71.015132,,,Quincy,1,,,,LocalBus,3
2436,Beacon St @ Smith Ave,42.377147,-71.105099,,,Somerville,1,,,,LocalBus,3
8486,Dedham St opp Wiswall Rd,42.298252,-71.185078,,,Newton,1,,,,LocalBus,3
404,Warren St opp Waverly St,42.321536,-71.082102,,,Boston,1,,,,LocalBus,3
6642,Nahant Rd @ High St,42.427412,-70.925992,,,Nahant,1,,,,LocalBus,3
6507,Hyde Park Ave @ West St,42.261535,-71.1223,,,Boston,1,,,,LocalBus,3
81618,East St @ Kendall St,42.147387,-71.239757,,,Walpole,1,,,,LocalBus,3
7802,Adams St @ Watertown St,42.359957,-71.202235,,,Newton,1,,,,LocalBus,3
4235,S Main St @ Acorn Dr,42.137689,-71.04001,,,Randolph,0,,,,LocalBus,3
1372,Harvard St @ Beacon St,42.341909,-71.121143,,,Brookline,1,,,,LocalBus,3
610,Washington St @ Cowing St,42.2718,-71.145305,,,Boston,1,,,,LocalBus,3
3182,Wilson Ave @ Highland Ave,42.268387,-71.029867,,,Quincy,1,,,,LocalBus,3
435,Norfolk St @ Milton Ave,42.287206,-71.078788,,,Boston,1,,,,LocalBus,3
9223,Main St opp Lodge Ave,42.447165,-71.067984,,,Melrose,0,,,,LocalBus,3
45326,Commercial St @ Medford St,42.418591,-71.075771,,,Malden,1,,,,LocalBus,3
472,Washington St @ Jeremiah Burke HS,42.306279,-71.081657,,,Boston,1,,,,LocalBus,3
11390,Dalton St @ Belvidere St,42.346595,-71.08484,,,Boston,1,,,,LocalBus,3
71391,Huntington Ave @ Louis Prang St,42.337684,-71.096046,,,Boston,1,,,,LocalBus,3
562,Geneva Ave @ Bowdoin St,42.303862,-71.071863,,,Boston,1,,,,LocalBus,3
9328,Oak Grove Busway,42.436807,-71.070338,,,Malden,1,place-ogmnl,"Washington St and Winter St, Malden, MA 02148",,LocalBus,3
6738,Garfield Ave @ Sherman St,42.471305,-70.99327,,,Lynn,1,,,,LocalBus,3
9153,Riverside Ave @ Marine St,42.414666,-71.100884,,,Medford,1,,,,LocalBus,3
30235,Atlantic Ave @ Commercial Wharf,42.362334,-71.051095,,,Boston,1,,,,LocalBus,3
6374,River St @ Reddy Ave,42.261657,-71.111146,,,Boston,1,,,,LocalBus,3
9039,Middlesex Ave @ Third St,42.409644,-71.079912,,,Medford,1,,,,LocalBus,3
7850,River St @ Bright St,42.371442,-71.224599,,,Waltham,1,,,,LocalBus,3
8631,Marrett Rd @ Tufts Rd,42.435381,-71.246204,,,Lexington,1,,,,LocalBus,3
1278,Washington St @ Winthrop Path,42.338307,-71.131602,,,Brookline,1,,,,LocalBus,3
151,W Broadway @ Broadway Station,42.342664,-71.056949,,,Boston,1,,,,LocalBus,3
3310,Bicknell St @ Binnacle Lane,42.251677,-70.964106,,,Quincy,0,,,,LocalBus,3
9162,Riverside Ave @ Fellsway,42.409909,-71.085095,,,Medford,1,,,,LocalBus,3
6153,Essex St @ Eastman Ave,42.482264,-70.913878,,,Swampscott,1,,,,LocalBus,3
5418,Cross St @ Ferry St,42.421794,-71.058536,,,Malden,1,,,,LocalBus,3
9084,East St @ Upham St,42.459034,-71.048737,,,Melrose,1,,,,LocalBus,3
7566,Essex St opp Staaf Rd,42.448724,-71.010965,,,Saugus,1,,,,LocalBus,3
7806,California St @ Bridge St,42.365201,-71.204297,,,Newton,1,,,,LocalBus,3
1871,Walter St @ Mendum St,42.292623,-71.130414,,,Boston,1,,,,LocalBus,3
15095,Washington St @ Herald St,42.345582,-71.064848,,,Boston,1,,,,LocalBus,3
5898,Lexington St @ Prescott St,42.380349,-71.030574,,,Boston,1,,,,LocalBus,3
5453,Main St @ Newhall St,42.421629,-71.067055,,,Malden,1,,,,LocalBus,3
3184,Highland Ave @ Hobart St,42.267309,-71.028655,,,Quincy,1,,,,LocalBus,3
4747,Lynnway @ Blossom St,42.456905,-70.950888,,,Lynn,1,,,,LocalBus,3
1075,Western Ave opp Litchfield St,42.362662,-71.139575,,,Boston,1,,,,LocalBus,3
3674,Middle St opp Maple St,42.219879,-70.937406,,,Weymouth,1,,,,LocalBus,3
4920,Lynn St @ MacArthur Rd,42.506545,-70.951702,,,Peabody,1,,,,LocalBus,3
13858,1197 Washington St,42.196419,-70.927982,,,Weymouth,0,,,,LocalBus,3
6170,Loring Ave @ Rainbow Terr,42.502632,-70.893544,,,Salem,1,,,,LocalBus,3
60620,Washington St @ Curtis St,42.225139,-71.186789,,,Westwood,1,,,,LocalBus,3
2718,Broadway @ Austin St,42.38686,-71.080685,,,Somerville,1,,,,LocalBus,3
7559,Essex St opp Vine St,42.456366,-71.021397,,,Saugus,1,,,,LocalBus,3
7651,Washington St @ Cherry St,42.349243,-71.227825,,,Newton,1,,,,LocalBus,3
2850,Bunker Hill St @ Concord St,42.378284,-71.060779,,,Boston,1,,,,LocalBus,3
3828,South St opp Winthrop Pk,42.243727,-70.989852,,,Quincy,1,,,,LocalBus,3
6685,Boston St @ Moulton St,42.466403,-70.965757,,,Lynn,1,,,,LocalBus,3
3631,Washington St @ River St,42.248696,-70.984785,,,Quincy,1,,,,LocalBus,3
4366,Pleasant St @ Bailey Ave,42.24877,-71.065739,,,Milton,1,,,,LocalBus,3
624,Washington St @ Woodley Ave,42.265986,-71.151799,,,Boston,1,,,,LocalBus,3
7874,Worthen Rd @ Waltham St,42.440954,-71.232643,,,Lexington,1,,,,LocalBus,3
304,Dorchester Ave @ Cottage St,42.31861,-71.056785,,,Boston,1,,,,LocalBus,3
6407,Washington St @ Chittick Rd,42.245426,-71.121132,,,Boston,1,,,,LocalBus,3
4872,1000 Paradise Rd,42.483861,-70.900521,,,Swampscott,1,,,,LocalBus,3
7965,Summer St @ Washington St,42.424081,-71.169347,,,Arlington,1,,,,LocalBus,3
4291,N Main St @ Oak St,42.184948,-71.054721,,,Randolph,1,,,,LocalBus,3
9181,Main St @ Galvin Middle School,42.500253,-71.069327,,,Wakefield,0,,,,LocalBus,3
1713,Blue Hill Ave @ Goodale Rd,42.282425,-71.092282,,,Boston,1,,,,LocalBus,3
805,Belgrade Ave @ Centre St,42.287193,-71.14999,,,Boston,1,,,,LocalBus,3
39684,Middle St @ Morrison St,42.222112,-70.995723,,,Braintree,0,,,,LocalBus,3
912,Tremont St @ Washington St,42.350468,-71.168767,,,Boston,1,,,,LocalBus,3
20620,Washington St opp Waldo Way,42.222293,-71.187526,,,Westwood,1,,,,LocalBus,3
2583,Elm St @ Russell St,42.393648,-71.120873,,,Somerville,1,,,,LocalBus,3
9130,Main St @ Page Pl,42.490032,-71.153081,,,Woburn,1,,,,LocalBus,3
7792,Lake St @ Lexington St,42.402189,-71.235069,,,Waltham,1,,,,LocalBus,3
23531,Pleasant St @ Gould Rd,42.408871,-71.15927,,,Arlington,1,,,,LocalBus,3
3380,Granite Ave opp Hilltop St,42.279288,-71.054445,,,Boston,1,,,,LocalBus,3
1161,Centre St @ Lochstead Ave,42.317017,-71.11346,,,Boston,1,,,,LocalBus,3
6548,Devonshire St @ Milk St,42.356837,-71.057414,,,Boston,1,,,,LocalBus,3
5558,Ferry St @ Chelsea St,42.404184,-71.048217,,,Everett,1,,,,LocalBus,3
38814,55 Hallet St opp Florian Hall,42.282525,-71.047119,,,Boston,1,,,,LocalBus,3
9305,North Ave @ Wolcott St,42.512674,-71.084649,,,Wakefield,1,,,,LocalBus,3
80620,14 Washington St opp Gay St,42.228685,-71.185988,,,Dedham,1,,,,LocalBus,3
1808,Park Dr @ Beacon St,42.3471,-71.105198,,,Boston,1,,,,LocalBus,3
8628,656 Marrett Rd,42.441099,-71.252392,,,Lexington,1,,,,LocalBus,3
1684,Cambridge Rd opp Revere Rd,42.470559,-71.180056,,,Woburn,1,,,,LocalBus,3
3342,Copeland St @ Cross St,42.244965,-71.026465,,,Quincy,1,,,,LocalBus,3
730,Franklin St @ Sidney St,42.361836,-71.100647,,,Cambridge,1,,,,LocalBus,3
2332,Brighton St @ Pleasant St,42.40387,-71.166224,,,Belmont,0,,,,LocalBus,3
5760,Broadway @ Beach St,42.406365,-71.014559,,,Revere,1,,,,LocalBus,3
6154,Essex St @ Alvin Rd,42.482758,-70.912242,,,Swampscott,0,,,,LocalBus,3
111747,Blue Hill Ave opp Pagoda St,42.255922,-71.099238,,,Milton,0,,,,LocalBus,3
1514,Bowdoin St @ Eunice St,42.304293,-71.069728,,,Boston,1,,,,LocalBus,3
1238,Tremont St @ Herald St,42.347348,-71.068556,,,Boston,1,,,,LocalBus,3
4856,N Shore Rd @ Oak Island St,42.425153,-70.985951,,,Revere,1,,,,LocalBus,3
7465,Winter St @ Stocker St,42.456638,-70.993295,,,Saugus,1,,,,LocalBus,3
7605,South St @ Dartmouth St,42.371069,-71.250209,,,Waltham,1,,,,LocalBus,3
4597,Endicott St @ Commonwealth Ave,42.54838,-70.942894,,,Danvers,1,,,,LocalBus,3
1875,Weld St @ Wedgewood Rd,42.294339,-71.136765,,,Boston,1,,,,LocalBus,3
45327,Commercial St @ Charles St,42.423343,-71.074847,,,Malden,1,,,,LocalBus,3
6837,Trinity Ave @ Chatham St,42.470279,-70.933344,,,Lynn,1,,,,LocalBus,3
9340,Hunting St @ Coleman St,42.434046,-71.036057,,,Malden,1,,,,LocalBus,3
432,Norfolk St @ Darlington St,42.288698,-71.075474,,,Boston,1,,,,LocalBus,3
2522,Hampshire St @ Webster Ave,42.367008,-71.092596,,,Cambridge,1,,,,LocalBus,3
6550,Lincoln St @ Essex St,42.352188,-71.057992,,,Boston,1,,,,ExpressBus-Downtown,3
73,Massachusetts Ave @ Sidney St,42.362804,-71.099509,,,Cambridge,1,,,,LocalBus,3
30250,23 Drydock Ave,42.344649,-71.030268,,Design Center,Boston,1,,,23 Drydock Ave - Silver Line - SL2 Design Center,LocalBus,3
824,Centre St @ Bronx Rd,42.273191,-71.160805,,,Boston,1,,,,LocalBus,3
7829,Commonwealth Ave opp Marriott,42.345523,-71.257145,,,Newton,1,,,,LocalBus,3
1422,Cambridge St @ Windsor St,42.372767,-71.093143,,,Cambridge,1,,,,LocalBus,3
82851,Walnut St @ Page Rd,42.353395,-71.208103,,,Newton,1,,,,LocalBus,3
6155,Essex St @ Ryan Pl,42.482967,-70.911291,,,Swampscott,1,,,,LocalBus,3
1379,Harvard Ave @ Brighton Ave,42.352418,-71.131843,,,Boston,1,,,,LocalBus,3
4674,North St @ Mason St,42.526072,-70.900508,,,Salem,1,,,,LocalBus,3
44,E Broadway @ H St,42.335548,-71.041754,,,Boston,1,,,,LocalBus,3
9202,Main St @ W Foster St - Melrose Sq,42.45487,-71.065486,,,Melrose,1,,,,LocalBus,3
3019,Hancock St opp Glover Ave,42.27419,-71.026325,,,Quincy,1,,,,LocalBus,3
20618,Washington St opp Holiday Inn,42.231509,-71.184959,,,Dedham,1,,,,LocalBus,3
10618,Washington St @ Sumner St,42.256411,-71.163235,,,Dedham,1,,,,LocalBus,3
1105,N Beacon @ Market St,42.356155,-71.149465,,,Boston,1,,,,LocalBus,3
11839,Corey St @ LaGrange St,42.300091,-71.169801,,,Boston,1,,,,LocalBus,3
603,Washington St @ Albano St,42.283319,-71.13158,,,Boston,1,,,,LocalBus,3
3209,W Elm Ave @ Billings Rd,42.275514,-71.011667,,,Quincy,1,,,,LocalBus,3
8311,Fellsway W @ Salem St,42.424274,-71.089893,,,Medford,1,,,,LocalBus,3
8512,Centre St @ Sargent St,42.346924,-71.189175,,,Newton,1,,,,LocalBus,3
1442,Arsenal St opp Arlington St,42.362358,-71.154174,,,Watertown,1,,,,LocalBus,3
49305,North Ave @ Winn St,42.51095,-71.082875,,,Wakefield,0,,,,LocalBus,3
1326,Humboldt Ave @ Hutchings St,42.311245,-71.090936,,,Boston,1,,,,LocalBus,3
1527,Walnut St @ High St,42.331266,-71.117512,,,Brookline,1,,,,LocalBus,3
3261,Sea St @ Bell St,42.268991,-70.952573,,,Quincy,1,,,,LocalBus,3
7250,Western Ave @ Linden Terr,42.475043,-70.950894,,,Lynn,1,,,,LocalBus,3
25236,Washington St @ Forest Hills St,42.312132,-71.101789,,,Boston,1,,,,LocalBus,3
1681,Cambridge Rd @ Crawford Dr,42.465195,-71.175406,,,Woburn,1,,,,LocalBus,3
4343,Pleasant St @ Reedsdale Rd,42.247509,-71.06751,,,Milton,1,,,,LocalBus,3
29052,South Bay Mall @ Target,42.330197,-71.062576,,,Boston,1,,,,LocalBus,3
7609,Winter St @ Chestnut St,42.456053,-70.991888,,,Saugus,1,,,,LocalBus,3
4923,Lynn St opp Lynn St Ct,42.515487,-70.94506,,,Peabody,1,,,,LocalBus,3
7709,Lexington St @ Sycamore St,42.385754,-71.190642,,,Belmont,1,,,,LocalBus,3
133,Massachusetts Ave opp Clapp St,42.323547,-71.064269,,,Boston,1,,,,LocalBus,3
1447,Arsenal St opp Talcott Ave,42.363446,-71.162526,,,Watertown,1,,,,LocalBus,3
6513,River St @ Vallaro Rd,42.243186,-71.140332,,,Boston,1,,,,LocalBus,3
3607,Lincoln St opp Lincoln Plaza,42.248304,-70.925393,,,Hingham,1,,,,LocalBus,3
3910,Washington St @ Virginia Rd,42.172757,-71.010776,,,Braintree,1,,,,LocalBus,3
8606,Marrett Rd @ Tufts Rd,42.435527,-71.24625,,,Lexington,1,,,,LocalBus,3
1509,Bowdoin St @ Tovar St,42.310132,-71.063188,,,Boston,1,,,,LocalBus,3
5599,Washington Ave @ Carmel St,42.400404,-71.033468,,,Chelsea,1,,,,LocalBus,3
6612,Castle Rd @ Ward Rd,42.429904,-70.934095,,,Nahant,1,,,,LocalBus,3
4664,Water St @ S Liberty St,42.544489,-70.919885,,,Danvers,1,,,,LocalBus,3
3157,E Squantum St opp Hummock Rd,42.287287,-71.023669,,,Quincy,1,,,,LocalBus,3
36845,Water St opp Myrtle St,42.213641,-70.924113,,,Weymouth,1,,,,LocalBus,3
8254,Cambridge Rd @ NE Rehab Hospital,42.460332,-71.165459,,,Woburn,2,,,,LocalBus,3
2414,Boston Ave @ Mystic Valley Pkwy,42.416157,-71.128732,,,Somerville,1,,,,LocalBus,3
1253,Tremont St @ Douglas Pk,42.337824,-71.083178,,,Boston,1,,,,LocalBus,3
2688,Medford St @ Highland Ave,42.383968,-71.092101,,,Somerville,1,,,,LocalBus,3
8447,Bedford St @ Simonds Rd,42.466816,-71.242392,,,Lexington,1,,,,LocalBus,3
25800,E 8th St @ Mercer St,42.33154,-71.049154,,,Boston,1,,,,LocalBus,3
13828,Opp 85 Columbian St,42.176258,-70.95355,,,Weymouth,1,,,,LocalBus,3
38485,Franklin St opp Penns Hill Rd,42.23323,-70.996654,,,Quincy,1,,,,LocalBus,3
2796,Poplar St @ Metropolitan Ave,42.275802,-71.125725,,,Boston,1,,,,LocalBus,3
992,Grove St opp Altair Rd,42.264504,-71.158188,,,Boston,1,,,,LocalBus,3
8204,69 Lincoln St,42.321413,-71.208476,,,Newton,1,,,,LocalBus,3
7635,Washington St @ Church St,42.355848,-71.190193,,,Newton,1,,,,LocalBus,3
3967,S Franklin St opp Norfolk Rd,42.153678,-71.008544,,,Holbrook,1,,,,LocalBus,3
2861,121 Bunker Hill St opp Lexington St,42.378055,-71.059733,,,Boston,1,,,,LocalBus,3
5926,Upham St @ Stratford Rd,42.457983,-71.055137,,,Melrose,1,,,,LocalBus,3
2693,Broadway @ Billingham St,42.400747,-71.11915,,,Somerville,1,,,,LocalBus,3
4032,579 Granite St,42.211708,-71.01977,,,Braintree,1,,,,LocalBus,3
17011,Wyman St @ Winter St,42.397728,-71.259622,,,Waltham,1,,,,LocalBus,3
8532,Parker St @ Stearns St,42.321058,-71.19426,,,Newton,0,,,,LocalBus,3
8211,Elliot St @ Linden St,42.312715,-71.219553,,,Newton,1,,,,LocalBus,3
5798,Beach St @ N Shore Rd,42.408555,-70.993879,,,Revere,1,,,,LocalBus,3
4100,Centre St @ McDonald St,42.24121,-71.019643,,,Quincy,1,,,,LocalBus,3
10012,Albany St @ Wareham St,42.338361,-71.066667,,,Boston,1,,,,LocalBus,3
3714,Quincy Ave @ Gordon Rd,42.22461,-70.969039,,,Braintree,1,,,,LocalBus,3
7128,Cabot St @ Roundy St,42.55304,-70.878737,,,Beverly,1,,,,LocalBus,3
395,Warren St @ Whiting St,42.323909,-71.082602,,,Boston,1,,,,LocalBus,3
1332,Humboldt Ave @ Townsend St,42.316934,-71.086503,,,Boston,1,,,,LocalBus,3
1147,Dudley St @ Guild Row,42.328969,-71.086206,,,Boston,1,,,,LocalBus,3
559,Geneva Ave @ Topliff St,42.301443,-71.068069,,,Boston,1,,,,LocalBus,3
49950,Dawes Drive,42.511785,-71.23247,,,Billerica,1,,,,LocalBus,3
3335,Water St @ Gordon ter,42.241934,-71.012967,,,Quincy,1,,,,LocalBus,3
1710,Blue Hill Ave @ Johnston Rd,42.287168,-71.090663,,,Boston,1,,,,LocalBus,3
6537,Washington St @ Essex St,42.352288,-71.062581,,,Boston,1,,,,LocalBus,3
3211,Billings Rd @ Vassal St,42.276586,-71.01589,,,Quincy,1,,,,LocalBus,3
2936,Mystic Ave opp Kensington Ave,42.392595,-71.084056,,,Somerville,1,,,,LocalBus,3
5693,Chelsea St @ Plumer St,42.40601,-71.053488,,,Everett,1,,,,LocalBus,3
3937,400 Washington St,42.218992,-71.003334,,,Braintree,1,,,,LocalBus,3
4982,Bow St @ Montvale Ave,42.482204,-71.140687,,,Woburn,1,,,,LocalBus,3
